"kldb_tool_mit_anfniveau","isco_tool_mit_anfniveau","kldb_tool_vorlaufig","isco_tool_vorlaufig","kldb_infas_num","isco_infas_num","kldb_infas_str","isco_infas_str","res1_kldb","res2_kldb","res3_kldb","res1_isco","res2_isco","res3_isco","kldb_tool_1st","res1_kldb_1st","res2_kldb_1st","isco_tool_1st","res1_isco_1st","res2_isco_1st","item_id"
"NA","NA","NA","NA",34102,5153,"[34102] Gebaeudetechnik (o.S.) - Fachkraft","[5153] Hauswarte","34193","34102",34102,"5153","5153",NA,NA,3,3,NA,5,5,920
"NA","NA","NA","NA",9,9,"[9] Keine Angabe","[9] keine Angabe","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,921
"84214","2320","84214","2320",84214,2320,"[84214] Lehrkraefte berufsbildende Faecher-Experte","[2320] Lehrkräfte im Bereich Berufsbildung","84214","84214",NA,"2320","2320",NA,8,8,8,2,2,2,922
"84214","2320","84214","2320",84214,2320,"[84214] Lehrkraefte berufsbildende Faecher-Experte","[2320] Lehrkräfte im Bereich Berufsbildung","84214","84214",NA,"2320","2320",NA,8,8,8,2,2,2,923
"NA","NA","NA","NA",0,0,"[0] trifft nicht zu (arbeitslos, Wehrdienst, freiwilliges soziales Jahr ohne Tätigkeitsbeschreibung)","[0] trifft nicht zu (arbeitslos, Wehrdienst, freiwilliges soziales Jahr ohne Tätigkeitsbeschreibung)","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,924
"62102","5223","62102","5223",62193,5222,"[62193] Aufsicht - Verkauf","[5222] Verkaufsaufsichtskräfte in Handelsgeschäften","62194","62194",NA,"5222, 1420","5222",5221,6,6,6,5,5,5,925
"61124","2433","61123","3322",71394,1120,"[71394] Fuehrung - Unternehmensorg., -strategie","[1120] Geschäftsführer und Vorstände","71394","71394",NA,"1213, 1219","1321",1320,6,7,7,2,1,1,926
"NA","NA","NA","NA",93323,2651,"[93323] Kunstmaler, Zeichner - Spezialist","[2651] Bildende Künstler","93323","93323",NA,"2651","2651",NA,NA,9,9,NA,2,2,927
"62302","5223","62302","5223",51311,9321,"[51311] Lagerwirtschaft - Helfer","[9321] Verpacker","51311","51311",NA,"9321","9321",NA,6,5,5,5,9,9,928
"NA","NA","NA","NA",71324,2421,"[71324] Unternehmensberatung - Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71324","71324",NA,"2611","2611",NA,NA,7,7,NA,2,2,929
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,930
"NA","NA","NA","NA",84583,3422,"[84583] Sportlehrer/innen (s.s.T.) - Spezialist","[3422] Sportlehrer, Sporttrainer und Sportfunktionäre","84583","84583",NA,"3422, 3423","3422",3422,NA,8,8,NA,3,3,931
"NA","NA","NA","NA",72212,4311,"[72212] Buchhaltung - Fachkraft","[4311] Bürokräfte im Rechnungswesen und in der Buchhaltung","72212","72212",NA,"4311, 4313","4110",4110,NA,7,7,NA,4,4,932
"84124","2330","84124","2330",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2330",2330,8,8,8,2,2,2,933
"84304","2310","84304","2310",84304,2310,"[84304] Hochschullehre und -forschung - Experte","[2310] Universitäts- und Hochschullehrer","84304","84304",NA,"2310","2310",NA,8,8,8,2,2,2,934
"81232","3211","81232","3211",81232,3211,"[81232] Med.-tech.Berufe Radiologie - Fachkraft","[3211] Medizintechniker im Bereich bildgebende Verfahren und Therapiegeräte","81232","81232",NA,"3211","3211",NA,8,8,8,3,3,3,935
"NA","NA","NA","NA",91233,3119,"[91233] Archaeologie - Spezialist","[3119] Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt","91233","91233",NA,"3117, 2632","3119",3119,NA,9,9,NA,3,3,936
"NA","NA","NA","NA",63301,5131,"[63301] Gastronomieservice (o.S.) - Helfer","[5131] Kellner","63302","63382",63301,"9412","5131",5131,NA,6,6,NA,9,5,937
"NA","NA","NA","NA",52112,8322,"[52112] Berufskraftfahrer(Pers./PKW.)-Fachkraft","[8322] Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer","52122","52122",NA,"8322","8300",8322,NA,5,5,NA,8,8,938
"24232","7223","24232","7223",24232,7223,"[24232] Spanende Metallbearbeitung - Fachkraft","[7223] Werkzeugmaschineneinrichter und -bediener","24232","24232",NA,"7223","7223",NA,2,2,2,7,7,7,939
"NA","NA","NA","NA",33332,7115,"[33332] Bautischlerei - Fachkraft","[7115] Zimmerleute und Bautischler","33332","33332",NA,"7115","7115",NA,NA,3,3,NA,7,7,940
"29301","9412","29301","9412",29301,9412,"[29301] Koeche/Koechinnen (o.S.) - Helfer","[9412] Küchenhilfen","29301","29301",NA,"9412","9412",NA,2,2,2,9,9,9,941
"71302","4322","71302","4322",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4110","4110",NA,7,7,7,4,4,4,942
"82393","5141","82393","5141",82312,5141,"[82312] Friseurgewerbe - Fachkraft","[5141] Friseure","82312","82312",NA,"5141","5141",NA,8,8,8,5,5,5,943
"NA","NA","NA","NA",29301,9412,"[29301] Koeche/Koechinnen (o.S.) - Helfer","[9412] Küchenhilfen","29301","29301",NA,"9412","9412",NA,NA,2,2,NA,9,9,944
"63301","9411","63301","9411",29301,9412,"[29301] Koeche/Koechinnen (o.S.) - Helfer","[9412] Küchenhilfen","29301","29301",NA,"9412","9412",NA,6,2,2,9,9,9,945
"52112","8322","52112","8322",52112,8322,"[52112] Berufskraftfahrer(Pers./PKW.)-Fachkraft","[8322] Personenkraftwagen-, Taxi-, Kleintransporter- und Kleinbusfahrer","52112","52112",NA,"8322","8322",NA,5,5,5,8,8,8,946
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",71393,1213,"[71393] Aufsicht - Unternehmensorg.,-strategie","[1213] Führungskräfte in Unternehmenspolitik und -planung","73204","71493",71393,"3341, 1213","1213",1213,NA,7,7,NA,3,1,947
"27194","1223","27194","1223",26234,2151,"[26234] Energie-, Kraftwerkstechnik - Experte","[2151] Ingenieure im Bereich Elektrotechnik","27104","26234",26234,"2151","2151",NA,2,2,2,1,2,2,948
"71403","3343","71403","3343",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4110","4110",NA,7,7,7,3,4,4,949
"71402","4110","71402","4110",71402,3343,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71402","71402",NA,"4110","3343",4311,7,7,7,4,4,3,950
"71302","4322","71302","4322",71512,4416,"[71512] Personalentwick.,sachbearbeit.-Fachkraft","[4416] Bürokräfte im Personalwesen","71512","71512",NA,"4416","4416",NA,7,7,7,4,4,4,951
"NA","NA","NA","NA",22102,8140,"[22102] Kunststoff-,Kautschukherst(oS)-Fachkraft","[8140] Bediener von Maschinen zur Herstellung von Gummi-, Kunststoff- und Papierwaren","22102","22102",NA,"8142, 8141","8140",8140,NA,2,2,NA,8,8,952
"61124","2433","61123","3322",61123,3322,"[61123] Vertrieb (ausser IKT) - Spezialist","[3322] Vertriebsagenten","61123","61123",NA,"3322","2433",3322,6,6,6,2,3,2,953
"51623","3331","51623","3331",51622,4323,"[51622] Speditions-,Logistikkaufleute-Fachkraft","[4323] Bürokräfte in der Transportwirtschaft und verwandte Berufe","51622","51622",NA,"4323","4323",NA,5,5,5,3,4,4,954
"72212","4311","72212","4311",72213,4311,"[72213] Buchhaltung - Spezialist","[4311] Bürokräfte im Rechnungswesen und in der Buchhaltung","72213","72213",NA,"4311","4311",NA,7,7,7,4,4,4,955
"81302","3221","81313","3221",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,8,8,8,3,3,3,956
"NA","NA","NA","NA",83143,2635,"[83143] Haus- und Familienpflege - Spezialist","[2635] Sozialarbeiter","83143","83143",NA,"3412, 2635","5322, 2635",2635,NA,8,8,NA,3,5,957
"63303","5131","63303","5131",63302,5131,"[63302] Gastronomieservice (o.S.) - Fachkraft","[5131] Kellner","63302","63302",NA,"5131","5131",NA,6,6,6,5,5,5,958
"NA","NA","NA","NA",83124,2635,"[83124] Sozialarbeit, Sozialpaedagogik - Experte","[2635] Sozialarbeiter","83124","83124",NA,"2635","2635",NA,NA,8,8,NA,2,2,959
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","92413","2642",92434,2641,"[92434] Autoren, Schriftsteller - Experte","[2641] Autoren und verwandte schriftstellerische Berufe","92434","92434",NA,"2641","2641",NA,NA,9,9,NA,2,2,960
"NA","NA","NA","NA",83112,2342,"[83112] Kinderbetreuung, -erziehung - Fachkraft","[2342] Lehrkräfte und Erzieher im Vorschulbereich","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,961
"NA","NA","NA","NA",26304,2151,"[26304] Elektrotechnik (o.S.) - Experte","[2151] Ingenieure im Bereich Elektrotechnik","26304","26304",NA,"2151","2151",NA,NA,2,2,NA,2,2,962
"71402","4110","71402","4110",61212,3320,"[61212] Kaufleute Gross-, Aussenhandel - Fachkraft","[3320] Vertriebsagenten, Einkäufer und Handelsmakler","62272","61212",61212,"3322","5223",5223,7,6,6,4,3,5,963
"71302","4322","71302","4322",71302,4110,"[71302] Kaufm.,techn.Betriebswirt.(oS)-Fachkraft","[4110] Allgemeine Bürokräfte","71302","71302",NA,"4110, 3300","4110",4110,7,7,7,4,4,4,964
"84114","2341","84114","2341",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2330",2330,8,8,8,2,2,2,965
"71402","4110","71402","4110",61123,3322,"[61123] Vertrieb (ausser IKT) - Spezialist","[3322] Vertriebsagenten","61123","61123",NA,"3322, 2433","3322",3322,7,6,6,4,3,3,966
"NA","NA","NA","NA",84223,2320,"[84223] Betriebl.Ausbild., Berufspaed.-Spezialist","[2320] Lehrkräfte im Bereich Berufsbildung","84223","84223",NA,"2320","2320",NA,NA,8,8,NA,2,2,967
"NA","NA","NA","NA",-5,8000,"[-5] Nicht codierbar","[8000] Bediener von Anlagen und Maschinen und Montageberufe","-5","-5",NA,"8000","8000",NA,NA,NA,NA,NA,8,8,968
"NA","NA","NA","NA",71393,1213,"[71393] Aufsicht - Unternehmensorg.,-strategie","[1213] Führungskräfte in Unternehmenspolitik und -planung","71393","71393",NA,"3341, 1213","3341",1213,NA,7,7,NA,3,3,969
"26212","7411","26212","7411",26301,8212,"[26301] Elektrotechnik (o.S.) - Helfer","[8212] Berufe der Montage von elektrischen und elektronischen Geräten","26301","26301",NA,"8212, 9329","7411",7411,2,2,2,7,8,7,970
"71224","1114","71224","1114",71224,1114,"[71224] Leit. Bedienstete Interessenorga-Experte","[1114] Leitende Bedienstete von Interessenorganisationen","71403, 71224","71403",71224,"1114","1114",NA,7,7,7,1,1,1,971
"43414","2512","43414","2512",43494,1330,"[43494] Fuehrung-Softwareentwickl.,Programmierung","[1330] Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie","43494","43494",NA,"2512","2512, 1330",1330,4,4,4,2,2,2,972
"23322","3431","23322","3431",23322,3431,"[23322] Fotografie - Fachkraft","[3431] Fotografen","23322","23322",NA,"3431","3431",NA,2,2,2,3,3,3,973
"NA","NA","NA","NA",26313,7422,"[26313] Inform-,Telekommunikationst.-Spezialist","[7422] Installateure und Servicetechniker im Bereich Informations- und Kommunikationstechnik","26313","26313",NA,"7422","7422",NA,NA,2,2,NA,7,7,974
"43343","2522","43343","2522",43214,2511,"[43214] IT-Systemanalyse - Experte","[2511] Systemanalytiker","43214","43214",NA,"2511, 3513","2511",2511,4,4,4,2,2,2,975
"83124","2635","83124","2635",83123,2635,"[83123] Sozialarbeit, Sozialpaedagogik-Spezialist","[2635] Sozialarbeiter","83123","83123",NA,"2635","2635",NA,8,8,8,2,2,2,976
"84124","2330","84124","2330",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2330",2330,8,8,8,2,2,2,977
"71393","3341","71393","3341",71393,1213,"[71393] Aufsicht - Unternehmensorg.,-strategie","[1213] Führungskräfte in Unternehmenspolitik und -planung","71304","71304",NA,"2000","2000",NA,7,7,7,3,2,2,978
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",73283,3354,"[73283] Oeffentliche Verwaltung (ssT) -Spezialist","[3354] Fachkräfte bei staatlichen Pass-, Lizenz- und Genehmigungsstellen","72302","72302",NA,"4311, 3313","3359",3354,NA,7,7,NA,4,3,979
"72212","4311","72212","4311",72212,4311,"[72212] Buchhaltung - Fachkraft","[4311] Bürokräfte im Rechnungswesen und in der Buchhaltung","72212","72212",NA,"4311, 4313","4311",4311,7,7,7,4,4,4,980
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",71402,3343,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[3343] Sekretariatsfachkräfte in Verwaltung und Geschäftsleitung","71402","71402",NA,"3343","3343",NA,NA,7,7,NA,3,3,981
"61323","3334","61323","3334",61323,3334,"[61323] Facility-Management - Spezialist","[3334] Immobilienmakler und -verwalter","61323","61323",NA,"3334","3257",5153,6,6,6,3,3,3,982
"NA","NA","NA","NA",83154,2635,"[83154] Sozial-,Erziehungs-, Suchtberat.-Experte","[2635] Sozialarbeiter","83154","83154",NA,"2635","2635",NA,NA,8,8,NA,2,2,983
"NA","NA","NA","NA",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4120","4110",4110,NA,7,7,NA,4,4,984
"NA","NA","NA","NA",71512,4416,"[71512] Personalentwick.,sachbearbeit.-Fachkraft","[4416] Bürokräfte im Personalwesen","71512, 63112","63112, 71512",71512,"4416","4416",NA,NA,7,6,NA,4,4,985
"31114","2161","31114","2161",31114,2161,"[31114] Architektur - Experte","[2161] Architekten","31114","31114",NA,"2161","2161",NA,3,3,3,2,2,2,986
"NA","NA","NA","NA",91324,2632,"[91324] Soziologie - Experte","[2632] Soziologen, Anthropologen und verwandte Wissenschaftler","91324","91324",NA,"2632","2632",NA,NA,9,9,NA,2,2,987
"NA","NA","NA","NA",54132,8157,"[54132] Textilreinigung - Fachkraft","[8157] Bediener von Wäschereimaschinen","28142","54132",28142,"8154","8157",8152,NA,2,5,NA,8,8,988
"83314","2636","83314","2636",83314,2636,"[83314] Theologie - Experte","[2636] Geistliche, Seelsorger","83314","83314",NA,"2636","2636",NA,8,8,8,2,2,2,989
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",73232,3352,"[73232] Steuerverwaltung - Fachkraft","[3352] Fachkräfte in der Steuerverwaltung","73232","73232",NA,"3313","3352",3352,NA,7,7,NA,3,3,990
"81301","5321","81301","5321",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,8,8,8,5,3,3,991
"NA","NA","NA","NA",53123,3257,"[53123] Arbeitssicherh.,Sich.-technik-Spezialist","[3257] Nicht akademische Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe","53123","53123",NA,"3257","3257",NA,NA,5,5,NA,3,3,992
"NA","NA","NA","NA",27303,3000,"[27303] Tech.Produktionspl.,steuerung-Spezialist","[3000] Techniker und gleichrangige nichttechnische Berufe","26304","26393, 26304",27303,"3113","3000",3000,NA,2,2,NA,3,3,993
"71324","2421","71324","2421",71324,2421,"[71324] Unternehmensberatung - Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71324","71324",NA,"2421","2421",NA,7,7,7,2,2,2,994
"73234","2411","73232","3352",73233,3352,"[73233] Steuerverwaltung - Spezialist","[3352] Fachkräfte in der Steuerverwaltung","73233","73233",NA,"3352, 2411","2412",2412,7,7,7,2,3,2,995
"51311","8183","51311","8183",51312,9333,"[51312] Lagerwirtschaft - Fachkraft","[9333] Frachtarbeiter und verwandte Berufe","51312","51312",NA,"9333, 4321","9333",9333,5,5,5,8,9,9,996
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","71522","3333",71524,2423,"[71524] Personaldienstleistung - Experte","[2423] Berufsberater und -analytiker und akademische und vergleichbare Personalfachleute","71524","71524",NA,"2423","2423",NA,NA,7,7,NA,2,2,997
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,998
"43113","","","2512",43113,2512,"[43113] Wirtschaftsinformatik - Spezialist","[2512] Softwareentwickler","43113","43113",NA,"2511, 2512","2522, 2512",2522,4,4,4,NA,2,2,999
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",92113,4419,"[92113] Werbung und Marketing - Spezialist","[4419] Bürokräfte und verwandte Berufe, anderweitig nicht genannt","73203","73203",NA,"3350, 2422","3359",3359,NA,7,7,NA,3,3,1000
"NA","NA","NA","NA",11212,6121,"[11212] Nutztierhaltung - Fachkraft","[6121] Nutztierhalter (ohne Geflügel) und Milchproduzenten","11212","11212",NA,"6121","6121",NA,NA,1,1,NA,6,6,1001
"NA","NA","NA","NA",71104,1120,"[71104] Geschaeftsfuehrer und Vorstaende - Experte","[1120] Geschäftsführer und Vorstände","71104","71104",NA,"1120","1120",NA,NA,7,7,NA,1,1,1002
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","61123","3322",62252,5221,"[62252] Verkauf (Moebel, Einrichtung)-Fachkraft","[5221] Leiter eines Einzelhandelsgeschäftes","62252","62252",NA,"5223, 5221","5221",5221,NA,6,6,NA,5,5,1003
"82594","1321","82594","1321",82542,3214,"[82542] Zahntechnik - Fachkraft","[3214] Medizinische und zahnmedizinische Prothetiktechniker","82542","82542",NA,"3214","3214",NA,8,8,8,1,3,3,1004
"26252","7412","26252","7412",26252,7412,"[26252] Elektrische Betriebstechnik - Fachkraft","[7412] Elektromechaniker und verwandte Berufe","26252","26252",NA,"7412","7412",NA,2,2,2,7,7,7,1005
"83112","2342","83112","2342",83112,2342,"[83112] Kinderbetreuung, -erziehung - Fachkraft","[2342] Lehrkräfte und Erzieher im Vorschulbereich","83112","83112",NA,"2342","2342",NA,8,8,8,2,2,2,1006
"71402","4110","71402","4110",71402,4120,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4120] Sekretariatskräfte (allgemein)","71402","71402",NA,"4120","4120",NA,7,7,7,4,4,4,1007
"27224","2149","27223","3119",25104,2144,"[25104] Maschinenbau-,Betriebstechn.(oS)-Experte","[2144] Maschinenbauingenieure","25104","25104",NA,"2144","2144",NA,2,2,2,2,2,2,1008
"NA","NA","NA","NA",54101,9112,"[54101] Reinigung (o.S.) - Helfer","[9112] Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen","81302","54101",54101,"9112","9112",NA,NA,8,5,NA,9,9,1009
"63302","5131","63302","5131",63302,5131,"[63302] Gastronomieservice (o.S.) - Fachkraft","[5131] Kellner","63302","63302",NA,"5131","5131",NA,6,6,6,5,5,5,1010
"43102","","","2511",43233,2511,"[43233] IT-Vertrieb - Spezialist","[2511] Systemanalytiker","43104","43394",43233,"2512","3512",3512,4,4,4,NA,2,3,1011
"84194","1345","84194","1345",84194,1345,"[84194] Fuehrung - Allgemeinbildende Schulen","[1345] Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","84194","84194",NA,"1345","1345",NA,8,8,8,1,1,1,1012
"NA","NA","NA","NA",51694,1324,"[51694] Fuehrung-Verkehr,Logistik (kaufm.Bereich)","[1324] Führungskräfte in der Beschaffung, Logistik und in verwandten Bereichen","51624","51694",51694,"1324","1324",NA,NA,5,5,NA,1,1,1013
"83112","2342","83112","2342",83111,5311,"[83111] Kinderbetreuung, -erziehung - Helfer","[5311] Kinderbetreuer","83111","83111",NA,"5311","5311",NA,8,8,8,2,5,5,1014
"22102","8142","22102","8142",22102,8142,"[22102] Kunststoff-,Kautschukherst(oS)-Fachkraft","[8142] Bediener von Maschinen zur Herstellung von Kunststoffwaren","22102","22102",NA,"8142, 8141","8142",8142,2,2,2,8,8,8,1015
"NA","NA","NA","NA",84494,1345,"[84494] Fuehrung-Ausserschul.Bildungseinrichtungen","[1345] Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","84404","84404",NA,"2320","2320",NA,NA,8,8,NA,2,2,1016
"NA","NA","NA","NA",71324,2421,"[71324] Unternehmensberatung - Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71324","71324",NA,"2421, 3300","2421",2421,NA,7,7,NA,2,2,1017
"81464","2212","81464","2212",81634,2634,"[81634] Nicht aerztliche Psychotherapie - Experte","[2634] Psychologen","81634","81634",NA,"2634","2634",NA,8,8,8,2,2,2,1018
"62102","5223","62102","5223",61123,3322,"[61123] Vertrieb (ausser IKT) - Spezialist","[3322] Vertriebsagenten","62282","62102",61123,"5223","5223",NA,6,6,6,5,5,5,1019
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","71302","4110",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4110","4110",NA,NA,7,7,NA,4,4,1020
"NA","NA","NA","NA",81332,3256,"[81332] Operationstechn. Assistenz - Fachkraft","[3256] Medizinische Assistenten","81332","81332",NA,"3256","3256",NA,NA,8,8,NA,3,3,1021
"71393","3341","71393","3341",71394,1213,"[71394] Fuehrung - Unternehmensorg., -strategie","[1213] Führungskräfte in Unternehmenspolitik und -planung","71394","71394",NA,"1213, 1219","1213",1213,7,7,7,3,1,1,1022
